						
						
						
Остатки ТМЦ на складах						
На дату: 24.09.14						
По фирме "Босенко Вероника Николаевна(Основной учет)". По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Лампа накал. GE R63 E27 40W зеркальная 91079		шт	45.00	2.000	90.00	
Лампа накал. GE R80 E27 60W зеркальная 92839/90377		шт	60.00	4.000	240.00	
Лампа накал. GE R80 E27 75W зеркальная 92859		шт	60.00	2.000	120.00	
Лампа накал. Jazzway T22 E14 15W трубчатая для духовок (до 300гр.)		шт	50.00	3.000	150.00	
Лампа накал. Philips A55 E27 40W ЛОН матовая		шт	26.00	7.000	182.00	
Лампа накал. Philips A55 E27 40W ЛОН прозрачная		шт	26.00	3.000	78.00	
Лампа накал. Philips A55 E27 60W ЛОН прозрачная		шт	26.00	18.000	468.00	
Лампа накал. Philips A55 E27 75W ЛОН матовая		шт	26.00	10.000	260.00	
Лампа накал. Philips A55 E27 75W ЛОН прозрачная		шт	26.00	8.000	208.00	
Лампа накал. Philips B35 E14 25W свеча матовая		шт	28.00	3.000	84.00	
Лампа накал. Philips B35 E14 25W свеча прозрачная		шт	28.00	1.000	28.00	
Лампа накал. Philips B35 E14 40W свеча матовая		шт	28.00	2.000	56.00	
Лампа накал. Philips B35 E14 60W свеча матовая		шт	28.00	4.000	112.00	
Лампа накал. Philips B35 E14 60W свеча прозрачная		шт	28.00	1.000	28.00	
Лампа накал. Philips B35 E27 40W свеча матовая		шт	28.00	1.000	28.00	
Лампа накал. Philips B35 E27 40W свеча прозрачная		шт	28.00	6.000	168.00	
Лампа накал. Philips B35 E27 60W свеча матовая		шт	28.00	2.000	56.00	
Лампа накал. Philips B35 E27 60W свеча прозрачная		шт	28.00	1.000	28.00	
Лампа накал. Philips B35 E27 60W свеча прозрачная		шт	30.00	2.000	60.00	
Лампа накал. Philips P45 E14 40W шар прозрачная		шт	34.00	2.000	68.00	
Лампа накал. Philips P45 E14 60W шар прозрачная		шт	34.00	3.000	102.00	
Лампа накал. Philips P45 E27 40W шар матовая		шт	34.00	6.000	204.00	
Лампа накал. Philips P45 E27 40W шар прозрачная		шт	34.00	4.000	136.00	
Лампа накал. Philips P45 E27 60W шар прозрачная		шт	34.00	7.000	238.00	
Лампа накал. Philips R50 E14 25W зеркальная матовая		шт	45.00	10.000	450.00	
Лампа накал. Philips R50 E14 40W зеркальная матовая		шт	45.00	2.000	90.00	
Лампа накал. Philips R63 E27 40W зеркальная матовая		шт	45.00	7.000	315.00	
Лампа накал. Philips R63 E27 60W зеркальная матовая		шт	45.00	22.000	990.00	
Лампа накал. Pila B35 E14 40W свеча матовая		шт	20.00	3.000	60.00	
Лампа накал. Pila B35 E14 40W свеча прозрачная		шт	20.00	1.000	20.00	
Лампа накал. Pila B35 E14 60W свеча матовая		шт	20.00	19.000	380.00	
Лампа накал. Pila B35 E14 60W свеча прозрачная		шт	20.00	1.000	20.00	
Лампа накал. Pila B35 E27 60W свеча матовая		шт	20.00	20.000	400.00	
Лампа накал. Pila B35 E27 60W свеча прозрачная		шт	20.00	20.000	400.00	
Лампа накал. Pila P45 E14 40W шар матовая		шт	20.00	5.000	100.00	
Лампа накал. Pila P45 E14 60W шар прозрачная		шт	20.00	1.000	20.00	
Лампа накал. Pila P45 E27 40W шар прозрачная		шт	20.00	6.000	120.00	
Лампа накал. Искра A55 E27 25W ЛОН прозрачная 239097		шт	15.00	19.000	285.00	
Лампа накал. Искра A55 E27 75W ЛОН матовая 239103		шт	13.00	1.000	13.00	
Лампа накал. Искра ПШ15 E14 15W для холодильников и плит		шт	17.00	3.000	51.00	
Лампа накал. Космос B35 E14 40W свеча прозрачная		шт	20.00	1.000	20.00	
Лампа накал. Космос P45 E14 40W шар матовая		шт	19.00	4.000	76.00	
Лампа накал. Космос P45 E14 40W шар прозрачная		шт	18.00	2.000	36.00	
Лампа накал. Космос P45 E14 60W шар матовая		шт	19.00	19.000	361.00	
Лампа ПШ 235-245-15вт E14 (уп.50шт) для холодильника		шт	20.00	9.000	180.00	
Лампа св/д Camelion  JCDR GU5.3  6W 4000K (475lm 100°) 50x50 LED6-JCDR/845/GU5.3 220V		шт	305.00	3.000	915.00	
Лампа св/д Ecola G9 3.3W 4200 67x23 G9BV33ELC		шт	190.00	10.000	1'900.00	
Лампа св/д Ecola R50 E14 4.2W 4200 85x50 G4AV42ELC		шт	220.00	8.000	1'760.00	
Лампа св/д Ecola R63 E27 8.3W 2800 102x63 G7LW83ELC		шт	415.00	4.000	1'660.00	
Лампа св/д Ecola R63 E27 8.3W 4200 102x63 G7LV83ELC		шт	330.00	9.000	2'970.00	
Лампа св/д Ecola ЛОН A60 E27 15W 4000K 120x60 Premium D7SV15ELY		шт	113.00	2.000	226.00	
Лампа св/д Ecola ЛОН A60 E27 3W 2700 99x60 TD7W30ELJ		шт	110.00	4.000	440.00	
Лампа св/д Ecola ЛОН A60 E27 3W 4000 99x60 TD7V30ELJ		шт	110.00	8.000	880.00	
Лампа св/д Ecola ЛОН A60 E27 8.1W 4000 110x60 D7LV81ELC		шт	355.00	8.000	2'840.00	
Лампа св/д Ecola шар G45 E14 7W Premium 2700 81x45 K4LW70ELC		шт	300.00	9.000	2'700.00	
Лампа св/д Ecola шар G45 E14 7W Premium 4000 81x45 K4LV70ELC		шт	300.00	10.000	3'000.00	
Лампа св/д Jazzway A60 E27 13W(1100lm) 4000 75х112		шт	540.00	2.000	1'080.00	
Лампа св/д Jazzway A60 E27 7W(570lm) 5000 ECO		шт	230.00	2.000	460.00	
Лампа св/д Jazzway R50 E14 5W(400lm) 5000 Combi		шт	250.00	5.000	1'250.00	
Лампа св/д Jazzway ЛОН A60 E27 13W(1100lm) 4000K 75х112		шт	540.00	3.000	1'620.00	
Лампа св/д Jazzway ЛОН A60 E27 7W(570lm) 5000K ECO		шт	230.00	3.000	690.00	
Лампа св/д Navigator ЛОН A60 E27  7W(525lm) 2700 110x60 NLL-A60-7-230-2.7K-E27 94385		шт	245.00	5.000	1'225.00	
Лампа св/д Navigator ЛОН A60 E27 7W(560lm) 4000 110x60 NLL-A60-7-230-4K-E27 94386		шт	245.00	5.000	1'225.00	
Лампа св/д Navigator ЛОН A60 E27 7W(560lm) 4000 110x60 NLL-A60-7-230-4K-E27 94386		шт	310.00	1.000	310.00	
Лампа св/д Pulsar R39 E14 4W(260lm) 4000 матовая 70x39 керамика ALM-R39-4E14-4000-C		шт	270.00	10.000	2'700.00	
Лампа св/д Космос R39 E14 220V 3W 4500 Матовая 72x39 260 Лм Lksm_LED3wR39E1445		шт	180.00	5.000	900.00	
Лампа ФАZА накал. Б E27 60W прозрачная		шт	15.00	100.000	1'500.00	
Лампа Экономка SPC 35W E27(42) T3 (30) *(005296) 22507		шт	225.00	2.000	450.00	
Миксер Energy EN-200 ,7 скоростей, 120Вт.насадки+венчик		шт	670.00	1.000	670.00	
Мультиметр YX-2000		шт	250.00	1.000	250.00	
Насадка д/швабры из микрофибры Лапша с карманами 14*44см, MорМ4-Н, арт.310311, Рыжий		шт	130.00	1.000	130.00	
Облик фонарь  503 (э/динамический+ акк. CR2032 Li-Ion) 3св/д желт./пластик, 2 режима		шт	120.00	2.000	240.00	
Отвертка индикаторная (Отвертка-пробник 304), 100-500В, 175мм 651-525		шт	15.00	9.000	135.00	
Отвертка индикаторная (фаза 0) 180 мм 6875-304B		шт	35.00	12.000	420.00	
Пакеты для мусора ATTACHE ВД 160л 90х120 65мкр, 10шт./уп.  Россия		шт	210.00	3.000	630.00	
Патрон E27 Н12ФпП-01 (карболит, потолочный. прямой) Белая Церковь		шт	25.00	8.000	200.00	
Паяльник 25/220 (Китай) с керам. н., долговечное жало 12-0121/12-0121-4		шт	250.00	2.000	500.00	
Паяльник Rexant 100/220 (Китай) с керам. н., долговечное жало 12-0126		шт	370.00	1.000	370.00	
Паяльник Rexant 30/220 (Китай) с керам. н., долговечное жало 12-0122		шт	250.00	1.000	250.00	
Паяльник Rexant 40/220 (Китай) с керам. н., долговечное жало 12-0123		шт	245.00	1.000	245.00	
Паяльник Rexant 60/220 (Китай) с керам. н., долговечное жало 12-0124		шт	250.00	1.000	250.00	
Паяльник Rexant 80/220 (Китай) с керам. н., долговечное жало 12-0125		шт	330.00	1.000	330.00	
Паяльник ЭПСН 25/220 (Псков) дерев.		шт	175.00	3.000	525.00	
Паяльник ЭПСН 65/220 (Псков) дерев.		шт	195.00	3.000	585.00	
Паяльник ЭПСН 80/220 (Псков) дерев.		шт	205.00	5.000	1'025.00	
Переходник гн.F-гн.F		шт	10.00	31.000	310.00	
Переходник гн.F-шт.TV		шт	10.00	29.000	290.00	
Предохранитель ПАР-10А E27 авт. (Белая Церковь)		шт	80.00	19.000	1'520.00	
Предохранитель ПАР-10А Е27 авт. (Чебоксары)		шт	80.00	1.000	80.00	
Предохранитель ПАР-10А Е27 авт. (Чебоксары)		шт	105.00	5.000	525.00	
Предохранитель ПАР-25А E27 авт. (Белая Церковь)		шт	175.00	3.000	525.00	
Предохранитель ПАР-25А Е27 авт. (Чебоксары)		шт	245.00	7.000	1'715.00	
Провод АПУНП (АВВ-Т) 2*2,5 (200м, пл 6)		м	10.00	1.900	19.00	
Провод ПВС 2*2,5 соединит., белый, медный, высокой гибк., дв. изоляция ПВХ		шт	35.00	1.000	35.00	
Провод ПВС 3*1,5 соединит., медный, высокой гибк., дв. изоляция ПВХ		шт	35.00	9.100	318.50	
Провод ПУГНП 2х1,5 (ПБППГ/ПБ-ВВГ/ШВВП-Т/ПУГБП) (100)		м	20.00	87.000	1'740.00	
Провод ПУГНП/ПБППГ/ПУБГП/ШВВП-Т 2*2,5 бытовой медный гибкий дв. изол. ПВХ 250В		шт	30.00	4.000	120.00	
Провод ПУГНП/ПБППГ/ПУБГП/ШВВП-Т 3*1,5 бытовой медный гибкий дв. изол. ПВХ 250В		шт	27.00	0.850	22.95	
Провод ПУГНП/ПБППГ/ПУБГП/ШВВП-Т 3*2,5 бытовой медный гибкий дв. изол. ПВХ 250В		шт	45.00	26.000	1'170.00	
Провод ПУГНП/ПГВВП/ПУГСП 2х1,5 100м(ГОСТ) (РЭМЗ Рыбинск) бытовой белый гибкий		шт	20.00	10.500	210.00	
Провод ПУГНП/ПГВВП/ПУГСП 2х2,5 100м (РЭМЗ, г. Рыбинск) бытовой белый гибкий		шт	30.00	21.000	630.00	
Провод ПУНП/ПВВП/ПУВВ/ВВГ-Т 2*1,5 бытовой медный дв. изол. ПВХ 250В		шт	20.00	1.000	20.00	
Провод ТРП 2*0,4 телеф. медный изоляция ПЭ		шт	3.00	49.500	148.50	
Пьезозажигалка ENERGY JZDD-25-G, зеленая		шт	75.00	3.000	225.00	
Пьезозажигалка Огонек-25 (АА*1шт не вход в комплект)		шт	170.00	1.000	170.00	
Радиатор Engy EN-1311F, 11секций, 2,8кВт, 3 режима, тепловентилятор		шт	3'600.00	1.000	3'600.00	
Радиатор IRIT IR-03 ,07 1006,6 секц,1кВт,3 режима		шт	2'020.00	1.000	2'020.00	
Раздевалка -перекладина ВНП112  / РАДУГА 2/РАДУГА 1		шт	2'670.00	1.000	2'670.00	
роз. ОУ 1 мест. бел. (полистирол, 16А) Молодечно РА16-008		шт	25.00	5.000	125.00	
роз. ОУ 1 мест. бел. (полистирол, 16А, земля) Молодечно РА16-004		шт	35.00	5.000	175.00	
Розетка ТЛФ Pharmec 3864		шт	30.00	5.000	150.00	
Светильник потолочный ННС 62-006 А85(D5-7)-расс.резьб."Ежик"прозр.стекло D150мм		шт	105.00	5.000	525.00	
Светильник потолочный НПП 04-60-002 стекло винт шар прозр.D150IP54		шт	310.00	1.000	310.00	
Сет .удл. UNIVersal ШВВП 2х0.75 2 роз.  2 м 6А У6-011 1911		шт	115.00	17.000	1'955.00	
Сет. удл. Jett (ДЖЕТТ) рамка ПВС 2х0.75 1 роз. 10 м 10А черн. РС-1		шт	330.00	1.000	330.00	
Сет. удл. UNIVersal ПВС 2х0.75 2 роз.  2 м 6А У6-011M 011М-02		шт	135.00	1.000	135.00	
Сет. удл. UNIVersal ПВС 2х0.75 2 роз.  2 м 6А У6-011M 011М-02		шт	140.00	2.000	280.00	
Сет. удл. UNIVersal ПВС 2х0.75 2 роз.  3 м 6А У6-011M 011М-03		шт	170.00	2.000	340.00	
Сет. удл. UNIVersal ПВС 2х0.75 3 роз.  2 м 6А У6-639M 639М-02		шт	170.00	3.000	510.00	
Сет. удл. UNIVersal ПВС 2х0.75 3 роз.  3 м 6А У6-639M 639М-03		шт	180.00	5.000	900.00	
Сет. удл. UNIVersal ПВС 2х1 2 роз.  5 м 10А E-202 1961		шт	265.00	5.000	1'325.00	
Сет. удл. UNIVersal ПВС 3х0.75 2 роз.  3 м 10А земля У10-553 553-03		шт	225.00	7.000	1'575.00	
Сет. удл. UNIVersal ПВС 3х0.75 3 роз.  2 м 10А земля У10-554 554-02		шт	200.00	5.000	1'000.00	
Сет. удл. UNIVersal ПВС 3х0.75 3 роз. 10 м 10А земля У10-554 554-10		шт	520.00	2.000	1'040.00	
Сет. удл. UNIVersal ПВС 3х1 2 роз.  2 м 16А земля E-302 1972		шт	230.00	5.000	1'150.00	
Сет. удл. UNIVersal ПВС 3х1 3 роз.  3 м 16А земля E-303 1977		шт	290.00	1.000	290.00	
Сет. удл. UNIVersal ПВС 3х1 3 роз.  3 м 16А земля E-303 1977		шт	295.00	5.000	1'475.00	
Сет. удл. UNIVersal ПВС 3х1 3 роз.  7 м 16А земля, выкл. S-303 1988		шт	520.00	2.000	1'040.00	
Сет. удл. UNIVersal рамка ПВС 2х0.75 1 роз. 30 м 6А шторки, защ. крышка, IP54 УШ-6 20		шт	895.00	1.000	895.00	
Сет. удл. UNIVersal рамка ПВС 3х0.75 1 роз. 10 м 10А земля, шторки, защ. крышка, IP54		шт	500.00	1.000	500.00	
Сет. удл. UNIVersal рамка ПВС 3х0.75 1 роз. 40 м 10А земля, шторки, защ. крышка, IP54		шт	1'680.00	1.000	1'680.00	
Сет. удл. UNIVersal шнур ПВС 2х0.75  1 роз. 3 м 6А УШ-6 8946		шт	170.00	1.000	170.00	
Сет. удл. UNIVersal шнур ПВС 2х0.75  1 роз. 5 м 6А УШ-6 8953		шт	235.00	3.000	705.00	
Сет. удл. UNIVersal шнур ПВС 2х0.75 1 роз. 20 м 6А, защ. крышка, IP54 УШ-6 1999		шт	630.00	1.000	630.00	
Сет. удл. UNIVersal шнур ПВС 2х0.75 1 роз. 40 м 6А, защ. крышка, IP54 УШ-6 2002		шт	1'210.00	1.000	1'210.00	
Сет. удл. UNIVersal шнур ПВС 3х0.75 1 роз. 50 м 10А земля, шторки, защ. крышка, IP54		шт	2'070.00	1.000	2'070.00	
Сет. удл. Volsten ПВС 3х1 3 роз.  1.5 м 16А земля		шт	190.00	7.000	1'330.00	
Сет. удл. КРОНА катуш. ПВС 2х0.75 1 роз. 40 м 10А (УР10-1) КС123040		шт	1'390.00	1.000	1'390.00	
Сет. удл. КРОНА ПВС 2х0.75 2 роз.  1.5 м 6А (У10-01) КБ2131,5-Б		шт	105.00	6.000	630.00	
Сет. удл. КРОНА ПВС 2х0.75 2 роз.  1.5 м 6А (У10-01) КБ2131,5-Б		шт	110.00	1.000	110.00	
Сет. удл. КРОНА ПВС 2х0.75 2 роз.  1.5 м 6А (У10-01) КБ2131,5-Ч		шт	100.00	9.000	900.00	
Сет. удл. КРОНА ПВС 2х0.75 3 роз.  1.5 м 6А (У10-001) КБ3131,5-Ч		шт	110.00	9.000	990.00	
Сет. удл. КРОНА ШВВП 2х0.75 3 роз. 15 м 10А (У10-001) КБ312015-Б		шт	390.00	3.000	1'170.00	
Сет. фильтр Volsten ПВС 3х1 3 роз. 3 м 16А белый, земля, выкл., шторки SP 3х3		шт	390.00	4.000	1'560.00	
Сет. фильтр Гарнизон ПВС 3х0.75 5 роз. 1,4 м 10А белый, земля, выкл., пакет		шт	190.00	1.000	190.00	
Сет. фильтр Гарнизон ПВС 3х0.75 5 роз. 1,4 м 10А белый, земля, выкл., пакет		шт	195.00	2.000	390.00	
Сет. фильтр Гарнизон ПВС 3х0.75 6 роз. 3 м 10А белый, земля, выкл.		шт	280.00	1.000	280.00	
СТАРТ CS-3(C) ночник 0.2W 3LED В АССОРТ , меняет цвет, фотоэлемент, блистер		шт	235.00	1.000	235.00	
СТАРТ АВАТАР св-к декоративный 25W E14  В АССОРТ, пластик/стекло		шт	640.00	3.000	1'920.00	
