						
						
						
Остатки ТМЦ на складах						
На дату: 24.08.20						
По всем фирмам. По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Мыло жидкое  В АССОРТ . 300мл. Детское /		шт	120.00	2.000	240.00	
МЫЛО жидкое 1л. 680365		шт	140.00	1.000	140.00	
Мыло Крестовниковых В АССОРТ, 150г. 146		шт	55.00	4.000	220.00	
Мыло НК в ассорт  90 гр.( Кармен,		шт	27.00	1.000	27.00	
Мыло НК в ассорт  90 гр.( Кармен,		шт	30.00	1.000	30.00	
Мыло СЕЛИМ 90г, Невск.косметика		шт	40.00	6.000	240.00	
Мыло хозяйственное DURU 125г.		шт	50.00	1.000	50.00	
Мыло хозяйственное DURU 125г.		шт	60.00	1.000	60.00	
Набор для уборки "Эконом.хозяйка"		упак	125.00	3.000	375.00	
Новый Жемчуг з/п  В АССОРТ100мл /30947/*40		шт	60.00	1.000	60.00	
Новый Жемчуг з/п  В АССОРТ100мл /30947/*40		шт	75.00	2.000	150.00	
Новый Жемчуг з/п  В АССОРТ100мл /30947/*40		шт	100.00	1.000	100.00	
Обойный клей МоментЭкстра 250г /752643/*24		шт	215.00	2.000	430.00	
Освежитель воздуха 345мл.GARDEN (АНТИТАБАК)		шт	105.00	1.000	105.00	
ПЕМОС 2000г В АССОРТ. 810486		шт	240.00	2.000	480.00	
ПЕМОС 2000г В АССОРТ. 810486		шт	245.00	2.000	490.00	
ПЕМОС 350г АВТОМАТ В АССОРТ.		шт	55.00	1.000	55.00	
ПЕМОС 350г АВТОМАТ В АССОРТ.		шт	60.00	4.000	240.00	
ПЕМОС 350г АВТОМАТ В АССОРТ.		шт	65.00	5.000	325.00	
Перчатки "Доктор Клин"  ВСЕ РАЗМЕРЫ  DR.CLEAN DR.CLEAN		шт	55.00	8.000	440.00	
Полотенца бумажные HAYAT / Linia VEIRO Classic 2 слоя 2 рул/уп в рулоне 50л (12) 7513		упак	65.00	6.000	390.00	
ПорогПС 03 1800 В АССОРТ.082/083/087 082/083/087		шт	390.00	3.000	1'170.00	
ПРЕЛЕСТЬ Лак д/волос ПРЕЛ.лак В АССОРТ. 200мл *24		шт	130.00	1.000	130.00	
ПРЕЛЕСТЬ-БИО Гель для укладки волос  250мл.зелен.чай		шт	120.00	1.000	120.00	
ПРИРОДНЫЙ БАЛЬЗАМ з/паста  В АССОРТ100г/коробка/ *48		шт	65.00	2.000	130.00	
РЕФТАМИД Дополнительный флакон 30ночей без запаха 20мл		шт	90.00	1.000	90.00	
РЕФТАМИД Пластины от комаров б/запаха 10шт		шт	25.00	8.000	200.00	
Салфетка  целлюлоза 15х15см  2шт/уп.		упак	70.00	2.000	140.00	
Салфетки чистящие влажные для стекл.поверхностей Антипыль SANITA		шт	60.00	1.000	60.00	
Санрос WC 750мл		шт	90.00	1.000	90.00	
САНФОР д/труб ср-во д/очистки канализ.труб 750г/1000г ЧЕРНЫЙ		шт	180.00	1.000	180.00	
Сарма Гель для стирки 1,2л		шт	250.00	1.000	250.00	
САРМА Пятновыводитель Актив 500г		шт	150.00	2.000	300.00	
СИЯНИЕ СИЯН.Для В АССОРТ.с триггером 500мл *24		шт	100.00	1.000	100.00	
СОЛНЫШКО Гель для мытья посуды Актив 450мл		шт	60.00	3.000	180.00	
СОРТИ-КАПЛЯ жидкость д/посуды VOX 500г В АССОРТ.		шт	70.00	1.000	70.00	
Средство для стекол и зеркал RIO 500л/750мл.		шт	80.00	1.000	80.00	
ТИК ТАК Средство для прочистки труб 90г 701611		шт	20.00	9.000	180.00	
ТУАЛЕТНЫЙ УТЕНОК Диски чистоты сменный блок 38г		шт	215.00	1.000	215.00	
ТУАЛЕТНЫЙ УТЕНОК Диски чистоты сменный блок 38г		шт	270.00	1.000	270.00	
ТУАЛЕТНЫЙ УТЕНОК Средство чистящее для унитаза 5в1 900мл		шт	190.00	1.000	190.00	
Убойная сила Extra Уб.сила  Аэрозоль 200 см3 *48		шт	165.00	2.000	330.00	
Убойная сила Уб.С.Гель для уничтожения тараканов 75мл *24		шт	115.00	2.000	230.00	
Убойная сила Уб.С.Гель для уничтожения тараканов 75мл *24		шт	125.00	4.000	500.00	
УШАСТЫЙ НЯНЬ  Гель д/душа детский 250мл /А60187/*36		шт	120.00	1.000	120.00	
УШАСТЫЙ НЯНЬ  Крем-мыло  с алоэ90гр 10563		шт	35.00	3.000	105.00	
УШАСТЫЙ НЯНЬ  Пена детская д/ванн 250 мл А50186		шт	110.00	1.000	110.00	
УШАСТЫЙ НЯНЬ  Салфетки влажные 80 шт 90625		шт	140.00	5.000	700.00	
УШАСТЫЙ НЯНЬ  СМС детский 4,5 кг А01014		шт	720.00	1.000	720.00	
УШАСТЫЙ НЯНЬ  СМС детский 400 гр А01011		шт	 	1.000	 	
УШАСТЫЙ НЯНЬ  СМС детский 400 гр А01011		шт	70.00	4.000	280.00	
УШАСТЫЙ НЯНЬ  Таблетки д/посуды машин 20шт 06450		шт	390.00	1.000	390.00	
Ушастый нянь Детский 400 г /1011/*22		шт	85.00	1.000	85.00	
Ушастый нянь з/п Первый зубик 50мл. 17282		шт	65.00	1.000	65.00	
Ушастый нянь з/п Первый зубик 50мл. 17282		шт	90.00	2.000	180.00	
Ушастый нянь Крем детский  В АССОРТ.,100 мл 363174		шт	145.00	2.000	290.00	
Ушастый нянь салф.влажные очищающие (по 20 шт.)90623\*34		шт	60.00	2.000	120.00	
УШАСТЫЙ НЯНЬ СМС Ушастый нянь детск.жидкое 1200мл		шт	315.00	1.000	315.00	
Фрекен БОК пакет HD д/мусора 10шт 120л в ассортим*60		шт	100.00	2.000	200.00	
Фрекен Бок пакет HD д/мусора 30шт 20л в ассортим. *85		шт	30.00	10.000	300.00	
Чиртон гель д/прочистки сливных труб 500мл  / 600мл		шт	105.00	1.000	105.00	
Чиртон гель д/прочистки сливных труб 500мл  / 600мл		шт	110.00	1.000	110.00	
Чиртон д/чистки туалета Гель В АССОРТ. 750мл*12		шт	95.00	1.000	95.00	
ЧИРТОН Крем-мыложидкое Персик и абрикос 500мл*12		шт	85.00	1.000	85.00	
ЧИРТОН Кубики для унитаза чистящая 3*50г.		шт	50.00	1.000	50.00	
ЧИРТОН Кубики для унитаза чистящая 3*50г.		шт	115.00	1.000	115.00	
Чиртон Освежитель воздуха 300мл.		шт	105.00	1.000	105.00	
Чиртон Освежитель воздуха 300мл.		шт	115.00	3.000	345.00	
ЧИРТОН отбеливатель +пятновыводитель  150г/500г		шт	80.00	3.000	240.00	
Чиртон отбеливающий порошок 75г		шт	25.00	1.000	25.00	
ЧИРТОН очиститель для унитаза шарики 45гр.		шт	70.00	1.000	70.00	
ЧИРТОН очиститель для унитаза шарики 45гр.		шт	85.00	2.000	170.00	
Чиртон Полироль д/мебели 300мл./500мл.		шт	135.00	2.000	270.00	
Чиртон порошо д/прочистки труб ХОЛ,ВОДА.60г/г.в.80г/600г		шт	45.00	1.000	45.00	
Чиртон порошо д/прочистки труб ХОЛ,ВОДА.60г/г.в.80г/600г		шт	50.00	12.000	600.00	
ЧИРТОН Ср-во д/полов 0,5л./ 1л. /2л.		шт	85.00	1.000	85.00	
ЧИРТОН Ср-во д/полов 0,5л./ 1л. /2л.		шт	145.00	2.000	290.00	
ЧИРТОН Ср-во д/полов 0,5л./ 1л. /2л.		шт	150.00	1.000	150.00	
ЧИРТОН Средство для прочистки труб ГОРЯЧЕЙ водой 60/80г		шт	50.00	13.000	650.00	
Чиртон Стеклоочиститель 500 без расп. В АССОРТ,		шт	110.00	1.000	110.00	
Чиртон Стеклоочиститель 500+250мл с расп. В АССОРТ,		шт	90.00	2.000	180.00	
Чиртон Универсальное чист. средство В АССОРТ. 750г*15		шт	95.00	1.000	95.00	
ЧИРТОН Шампунь д/ковров 500мл./1л.		шт	120.00	1.000	120.00	
ЧИСТИН Антинакипь 75г		шт	35.00	1.000	35.00	
ЧИСТИН Ср-во д/мытья полов 1000г.		шт	120.00	1.000	120.00	
Щетка д/обуви Тройная  SALAMANDER/ДОМ.Сундук 730825/0081		шт	115.00	1.000	115.00	
Щетка зубная СИЛКА  / DR.CLEAN детская 605/0084		шт	30.00	2.000	60.00	
ЭФФЕКТОН Воск д/обуви 45мл Бесцветный		шт	30.00	3.000	90.00	
Я Родился В АССОРТ, 1000г/1500г. /2400/4000 г.		шт	150.00	1.000	150.00	
Я Родился Крем -мыло 180г		шт	30.00	1.000	30.00	
Лампа СД Фарлайт А60 11Вт 4000К Е27 (10/100) FAR000004		шт	95.00	3.000	285.00	
Лампа СД Фарлайт А60 11Вт 6500К Е27 (10/100) FAR000053		шт	95.00	8.000	760.00	
Лампа СД Фарлайт А60 15Вт 2700К Е27 (10/100) FAR000005		шт	110.00	5.000	550.00	
Лампа СД Фарлайт А60 15Вт 4000К Е27 (10/100) FAR000006		шт	120.00	1.000	120.00	
Лампа СД Фарлайт А60 15Вт 6500К Е27 (10/100) FAR000058		шт	120.00	5.000	600.00	
Лампа СД Фарлайт А70 20Вт 2700К Е27 (10/100) FAR000007		шт	170.00	9.000	1'530.00	
Лампа СД Фарлайт А70 20Вт 4000К Е27 (10/100) FAR000008		шт	170.00	10.000	1'700.00	
Лампа СД Фарлайт А70 20Вт 6500К Е27 (10/100) FAR000059		шт	170.00	7.000	1'190.00	
Лампа СД Фарлайт А70 25Вт 4000К Е27 (10/100) FAR000112		шт	205.00	6.000	1'230.00	
Лампа СД Фарлайт А70 25Вт 6500К Е27 (10/100) FAR000113		шт	205.00	8.000	1'640.00	
Лампа-трансформер СД Фарлайт Т80-3 45Вт 6500К Е27 (25) FAR000144		шт	890.00	3.000	2'670.00	
Лампа-трансформер СД Фарлайт Т80-3 60Вт 6500К Е27 (25) FAR000145		шт	1'130.00	3.000	3'390.00	
Прожектор LED Фарлайт СДО 30Вт 6500К IP65 серый (40) FAR002021		шт	680.00	1.000	680.00	
Прожектор LED Фарлайт СДО 50Вт 6500К IP65 серый (20) FAR002022		шт	960.00	2.000	1'920.00	
Светильник линейный Фарлайт СПБ 7Вт 6500K 300мм (25) FAR002028		шт	320.00	1.000	320.00	
Светильник Фарлайт СПП 12Вт 6500К 960Лм IP65 овал (40) FAR002008		шт	420.00	2.000	840.00	
Светильник Фарлайт СПП 18Вт 6500К 1440Лм IP65 круг (20) FAR002005		шт	680.00	2.000	1'360.00	
КАРНИЗ д/ванны телескопический110-220см. Челны		шт	290.00	3.000	870.00	
Клеенка  3D принт "Танго на ткани"		шт	310.00	13.070	4'051.70	
Клеенка "АЖУР" люкс шир. 1,4  рис.ВЕТКИ Радуга		шт	290.00	11.600	3'364.00	
Клеенка "Флорина" персик 21800		шт	300.00	1.490	447.00	
Клеенка BEREKE серая рогожкаузор золото/белозолотая Челны		шт	220.00	4.970	1'093.40	
Клеенка BEREKE серая рогожкаузор золото/белозолотая Челны		шт	250.00	4.300	1'075.00	
Клеенка Ажур- ЛЮКС "Квадратики" /Бежевая розочка		шт	290.00	0.680	197.20	
КЛЕЕНКА БЕРЕКЕ шир.140   Н.Челны /F клеенка на нетканной основе 043А 043А/26А/88А Подсол/2087-		шт	245.00	2.920	715.40	
КЛЕЕНКА БЕРЕКЕ шир.140   Н.Челны /F клеенка на нетканной основе 043А 043А/26А/88А Подсол/2087-		шт	260.00	9.790	2'545.40	
КЛЕЕНКА БЕРЕКЕ шир.140   Н.Челны /F клеенка на нетканной основе 043А 043А/26А/88А Подсол/2087-		шт	270.00	28.000	7'560.00	
Клеенка Глянец Радуга		шт	330.00	12.700	4'191.00	
Клеенка ДЕКОРАМА  "Фрукты" /"Маки"  Н.Челны 106,А /139А		шт	180.00	24.200	4'356.00	
Клеенка ДЕКОРАМА  "Фрукты" /"Маки"  Н.Челны 106,А /139А		шт	190.00	0.290	55.10	
Клеенка ДЕКОРАМА  "Фрукты" /"Маки"  Н.Челны 106,А /139А		шт	200.00	21.080	4'216.00	
Клеенка Жемчуг Радуга		шт	320.00	20.000	6'400.00	
Клеенка Колорит ХП на ткани В АССОРТ, 130смх25м 65213/442/2 /804/2 /427/2		м	90.00	8.320	748.80	
Клеенка Металлик 20м.однотонная  персик/ шоколад/фисташков/ PW274-026 /274-041		шт	300.00	11.240	3'372.00	
Клеенка Металлик 20м.однотонная  персик/ шоколад/фисташков/ PW274-026 /274-041		шт	320.00	1.350	432.00	
Клеенка на нетканной осн. (рулон 20м) "Кjфе"/"Розы" 736-041		шт	230.00	4.600	1'058.00	
Клеенка ОКСФОРД (Клетка оранжевая) на ткани 214-1		шт	390.00	5.730	2'234.70	
Клеенка ПВХ двухсторонняя ТЮЛЬПАНЫ		шт	240.00	8.200	1'968.00	
Клеенка ПВХ на  ткани 3-х слойная  ПАРАДИЗ "Бабочки синие" 2337-1		шт	310.00	15.100	4'681.00	
Клеенка Принт Радуга		шт	300.00	26.600	7'980.00	
Клеенка Прозрачная КРИСТАЛЛ 0,8*15м.*0,80мм хозбат 7мм./		шт	310.00	8.750	2'712.50	
